"무더위쉼터명,위도,경도,전화번호,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도산마을회관,35.1083785,128.4266489,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"곡안마을회관,35.110198,128.4138174,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동산마을회관,35.1195076,128.3937906,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양촌마을회관,35.1241254,128.3856507,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"개양마을회관,35.1275446,128.3823517,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신방부인회경로당,35.2889041,128.6812158,055-212-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"전원2단지 경로당,37.6471694,126.6856818,031-980-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉덕1동경로당,35.8484363,128.5996917,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서신면 행정복지센터,37.166335,126.7090004,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오룡 경로당,36.112882,127.4471194,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상가1리(여성) 경로당,36.1297057,127.4530229,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상가2리 경로당,36.1284622,127.4381822,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"망호경로당,34.529164,126.763221,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕다1리 경로당,37.0576737,126.8398151,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕다2리 경로당,37.0664825,126.8366562,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
